32.5,0,0
32.75,0,0
32.5,0,0
32.75,0,0
32.5,0,0
32.75,0,0
32.5,0,0
32.75,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.5,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.5,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32,0,0
32.25,0,0
32,0,0
32.25,0,0
32.25,0,0
32.25,0,0
32,0,0
32.25,0,0
32,0,0
32.25,0,0
32,0,0
32.25,0,0
32,0,0
32.25,0,0
32,0,0
32.25,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
32,0,0
31.75,0,0
32,0,0
32,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
31.75,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
32,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.75,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.75,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.5,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.25,0,0
31.25,0,0
